eventName-token,eventSource-token,eventType-token,userAgent-token
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
708,5,1,4650
708,5,1,4650
344,48,1,2132
470,5,1,4563
898,98,1,4563
708,5,1,4650
708,5,1,4650
230,94,1,1480
230,94,1,1480
230,94,1,1480
230,94,1,1480
708,5,1,5096
916,116,1,5190
230,94,1,1480
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
344,48,1,3193
344,48,1,3193
666,48,1,3193
344,48,1,3193
874,98,1,1022
874,98,1,1022
874,98,1,1022
874,98,1,1022
740,98,1,1022
740,98,1,1022
708,5,1,4650
1058,98,1,1022
610,98,1,1022
610,98,1,1022
610,98,1,1022
1058,98,1,1022
1058,98,1,1022
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
601,22,1,964
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,3662
898,98,1,3432
898,98,1,3432
898,98,1,3432
898,98,1,3432
898,98,1,3432
898,98,1,3432
898,98,1,3432
898,98,1,3432
898,98,1,3658
708,5,1,4650
344,48,1,3662
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,5564
708,5,1,4650
470,5,1,1985
898,98,1,1985
898,98,1,1985
898,98,1,1985
898,98,1,1985
898,98,1,1985
898,98,1,1985
898,98,1,1985
898,98,1,1985
470,5,1,1985
898,98,1,1985
898,98,1,1985
898,98,1,1985
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,5564
708,5,1,4650
708,5,1,4650
344,48,1,5564
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
874,98,1,37
344,48,1,2191
470,5,1,37
898,98,1,37
898,98,1,37
898,98,1,37
898,98,1,37
898,98,1,37
898,98,1,37
898,98,1,37
898,98,1,37
898,98,1,37
708,5,1,4650
898,98,1,37
708,5,1,4650
1193,7,2,5103
55,5,1,6672
344,48,1,6829
344,48,1,6829
1038,86,1,4394
440,84,1,2580
344,48,1,1580
1220,23,1,6970
154,23,1,6970
1098,84,1,2580
708,5,1,4650
708,5,1,4650
708,5,1,4650
154,23,1,6970
1220,23,1,6970
1098,84,1,2580
708,5,1,4650
1038,86,1,4394
344,48,1,6829
344,48,1,6829
708,5,1,4650
708,5,1,4650
344,48,1,2231
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,3662
708,5,1,4650
708,5,1,4650
708,5,1,4650
1038,86,1,3486
302,86,1,3486
1000,86,1,3486
708,5,1,4650
344,48,1,5564
1038,86,1,1985
1038,86,1,1985
302,86,1,1985
1000,86,1,1985
554,86,1,1985
708,5,1,4650
708,5,1,4650
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,3040
874,98,1,1141
898,98,1,1141
898,98,1,1141
898,98,1,1141
898,98,1,1141
898,98,1,1141
898,98,1,1141
898,98,1,1141
898,98,1,1141
470,5,1,1141
898,98,1,1141
898,98,1,1141
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,1184
708,5,1,4650
470,5,1,5712
898,98,1,5712
1058,98,1,5712
874,98,1,5712
344,48,1,5171
344,48,1,5171
344,48,1,5171
470,5,1,5804
898,98,1,5804
344,48,1,1184
1038,86,1,5712
302,86,1,5712
708,5,1,4650
1000,86,1,5712
554,86,1,5712
334,110,1,5712
718,110,1,5712
882,111,1,5712
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
898,98,1,5804
898,98,1,5804
898,98,1,5804
898,98,1,5804
898,98,1,5804
898,98,1,5804
898,98,1,5804
898,98,1,5804
708,5,1,4650
344,48,1,6778
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
470,5,1,832
898,98,1,832
898,98,1,832
898,98,1,832
898,98,1,832
898,98,1,832
898,98,1,832
898,98,1,832
898,98,1,832
898,98,1,832
898,98,1,832
344,48,1,2888
708,5,1,4650
874,98,1,4969
874,98,1,4969
708,5,1,4650
874,98,1,4969
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
898,98,1,4969
874,98,1,4969
708,5,1,4650
708,5,1,4650
470,5,1,4969
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
1038,86,1,832
302,86,1,832
1000,86,1,832
554,86,1,832
334,110,1,832
718,110,1,832
882,111,1,832
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
554,86,1,1985
554,86,1,1985
1000,86,1,1985
302,86,1,1985
1038,86,1,1985
708,5,1,4650
1000,86,1,1985
1000,86,1,1985
554,86,1,1985
708,5,1,4650
708,5,1,4650
708,5,1,4650
327,111,1,1985
554,86,1,1985
334,110,1,1985
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
470,5,1,3432
898,98,1,3432
147,86,1,3432
147,86,1,3432
147,86,1,3432
147,86,1,3432
147,86,1,3432
147,86,1,3432
1000,86,1,3432
708,5,1,5096
916,116,1,5190
708,5,1,4650
334,110,1,1985
462,110,1,1985
1210,110,1,1985
718,110,1,1985
708,5,1,4650
900,111,1,1985
882,111,1,1985
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
342,98,1,5502
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
1012,94,1,3973
1012,94,1,3973
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,1767
1103,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
898,98,1,1892
708,5,1,4650
708,5,1,5096
916,116,1,5190
898,98,1,1892
470,5,1,1892
898,98,1,1892
1038,86,1,1892
302,86,1,1892
1000,86,1,1892
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,5493
470,5,1,1454
898,98,1,1454
898,98,1,1454
898,98,1,1454
898,98,1,1454
898,98,1,1454
898,98,1,1454
898,98,1,1454
898,98,1,1454
708,5,1,4650
1038,86,1,1454
302,86,1,1454
302,86,1,1454
1000,86,1,1454
1000,86,1,1454
1000,86,1,1454
554,86,1,1454
334,110,1,1454
718,110,1,1454
882,111,1,1454
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,5840
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,7029
344,48,1,7029
874,98,1,6364
470,5,1,6364
898,98,1,6364
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,1798
470,5,1,1750
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
344,48,1,3906
708,5,1,4650
470,5,1,3284
470,5,1,3284
470,5,1,3284
708,5,1,4650
898,98,1,3284
903,98,1,3284
903,98,1,3284
898,98,1,3284
1215,98,1,3284
708,5,1,4650
916,116,1,5190
708,5,1,5096
470,5,1,3284
708,5,1,4650
344,48,1,808
708,5,1,4650
708,5,1,4650
470,5,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
898,98,1,3219
344,48,1,808
344,48,1,2725
344,48,1,1168
344,48,1,4942
874,98,1,749
470,5,1,508
874,98,1,2463
898,98,1,508
898,98,1,508
874,98,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,508
874,98,1,749
898,98,1,749
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,508
898,98,1,2463
898,98,1,508
898,98,1,2463
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,508
898,98,1,508
898,98,1,508
708,5,1,4650
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,749
898,98,1,508
898,98,1,749
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,508
898,98,1,2463
898,98,1,2463
898,98,1,2463
898,98,1,508
898,98,1,2463
898,98,1,508
898,98,1,2463
898,98,1,2463
898,98,1,508
898,98,1,2463
898,98,1,508
898,98,1,2463
898,98,1,508
898,98,1,508
898,98,1,508
470,5,1,508
1058,98,1,749
470,5,1,749
898,98,1,749
898,98,1,749
470,5,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,2463
874,98,1,508
874,98,1,508
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,2163
898,98,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
874,98,1,1328
132,98,1,1328
1058,98,1,1328
439,86,1,1328
898,98,1,1328
898,98,1,1328
898,98,1,1328
708,5,1,4650
344,48,1,2163
344,48,1,2163
344,48,1,2163
874,98,1,1328
874,98,1,1328
344,48,1,2163
198,48,1,2163
405,48,1,2163
874,98,1,1328
1009,22,1,1328
440,84,1,1328
1046,116,1,1328
1038,86,1,1328
302,86,1,1328
1000,86,1,1328
554,86,1,1328
327,111,1,1328
327,111,1,1328
1108,40,1,1328
1108,40,1,1328
1046,116,1,1328
334,110,1,1328
334,110,1,1328
147,86,1,1328
147,86,1,1328
147,86,1,1328
248,86,1,1328
1000,86,1,1328
554,86,1,1328
554,86,1,1328
334,110,1,1328
334,110,1,1328
1210,110,1,1328
718,110,1,1328
900,111,1,1328
900,111,1,1328
900,111,1,1328
211,111,1,1328
882,111,1,1328
655,111,1,1328
655,111,1,1328
122,111,1,1328
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,4718
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,6849
470,5,1,4117
898,98,1,4117
898,98,1,4117
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
554,86,1,3486
334,110,1,3486
718,110,1,3486
882,111,1,3486
708,5,1,5096
916,116,1,5190
708,5,1,4650
470,5,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
898,98,1,1750
903,98,1,1750
903,98,1,1750
344,48,1,6254
344,48,1,6254
708,5,1,4650
470,5,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
898,98,1,5110
708,5,1,4650
344,48,1,6254
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,3515
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
874,98,1,95
315,98,1,95
470,5,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
898,98,1,95
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,1798
708,5,1,4650
470,5,1,1750
691,86,1,1750
344,48,1,1798
708,5,1,4650
1182,86,1,1750
854,86,1,1750
1038,86,1,1750
854,86,1,1750
302,86,1,1750
1000,86,1,1750
708,5,1,4650
916,116,1,5190
708,5,1,5096
554,86,1,1750
916,116,1,5190
1038,86,1,5110
302,86,1,5110
1000,86,1,5110
554,86,1,5110
708,5,1,4650
334,110,1,5110
718,110,1,5110
882,111,1,5110
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,1494
470,5,1,4123
898,98,1,4123
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
344,48,1,7212
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
554,86,1,1750
708,5,1,4650
327,111,1,1750
718,110,1,1750
882,111,1,1750
344,48,1,1798
708,5,1,4650
898,98,1,1750
1038,86,1,1750
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,1995
874,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
898,98,1,3027
903,98,1,3027
470,5,1,3027
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,2356
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,6045
874,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
898,98,1,2606
470,5,1,2606
708,5,1,4650
344,48,1,6045
874,98,1,2606
470,5,1,2606
344,48,1,6045
470,5,1,2606
302,86,1,2606
147,86,1,2606
147,86,1,2606
147,86,1,2606
302,86,1,2606
302,86,1,2606
1000,86,1,2606
344,48,1,4972
327,111,1,2606
1000,86,1,2606
302,86,1,2606
874,98,1,2136
898,98,1,2136
327,111,1,2606
302,86,1,2606
1000,86,1,2606
470,5,1,2136
1038,86,1,2136
327,111,1,2606
708,5,1,4650
655,111,1,2606
554,86,1,2606
327,111,1,2606
334,110,1,2606
718,110,1,2606
900,111,1,2606
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,5312
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,6322
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,5096
916,116,1,5190
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,1135
470,5,1,3652
898,98,1,3652
898,98,1,3652
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
344,48,1,2106
344,48,1,2106
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
470,5,1,4290
898,98,1,4290
916,116,1,5190
708,5,1,5096
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
898,98,1,4290
874,98,1,4290
874,98,1,4290
898,98,1,4290
708,5,1,4650
898,98,1,4290
708,5,1,4650
898,98,1,7015
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
344,48,1,3825
344,48,1,3825
470,5,1,7015
898,98,1,7015
708,5,1,4650
916,116,1,5190
708,5,1,5096
708,5,1,4650
708,5,1,4650
344,48,1,2787
344,48,1,2787
470,5,1,4300
898,98,1,4300
898,98,1,4300
898,98,1,4300
898,98,1,4300
898,98,1,4300
898,98,1,4300
898,98,1,4300
898,98,1,4300
470,5,1,4300
898,98,1,4300
898,98,1,4300
470,5,1,4300
470,5,1,4300
470,5,1,4300
898,98,1,4300
708,5,1,4650
